date,ind10,bse,int_bond,int_stock
2010-09-17,7.956,20687.88,75.673309,2315.610107
2010-09-20,7.93,20497.64,76.112427,2355.830078
2010-09-21,7.947,20125.05,77.16938,2349.350098
2010-09-22,7.991,20168.89,77.86158,2334.550049
2010-09-23,8,19983.13,78.0849,2327.080078
2010-09-24,8.021,19872.15,77.035408,2381.219971
2010-09-27,8.022,20260.58,78.375137,2369.77002
2010-09-28,8.025,20165.86,78.911018,2379.590088
2010-09-29,8.07,20303.12,78.583527,2376.560059
2010-09-30,8.095,20221.39,78.531433,2368.620117
2010-10-01,8.086,20005.37,78.151955,2370.75
2010-10-04,8.157,19941.04,78.35363,2344.52002
2010-10-05,8.14,20032.34,77.882957,2399.830078
2010-10-06,8.147,20355.63,78.861618,2380.659912
2010-10-07,8.147,20345.69,78.204201,2383.669922
2010-10-08,8.177,20465.74,77.860611,2401.909912
2010-10-11,8.13,20893.57,77.875496,2402.330078
2010-10-12,8.135,21004.96,77.105988,2417.919922
2010-10-13,8.121,20852.38,76.986488,2441.22998
2010-10-14,8.11,20932.48,75.836006,2435.379883
2010-10-15,7.973,20875.71,74.909592,2468.77002
2010-10-18,7.955,20589.09,75.51474,2480.659912
2010-10-19,7.985,20156.89,75.970428,2436.949951
2010-10-20,8.012,20309.69,76.134811,2457.389893
2010-10-21,8.032,19865.14,75.230797,2459.669922
2010-10-22,8.078,19930.64,75.738853,2479.389893
2010-10-25,8.09,19585.44,75.955505,2490.850098
2010-10-26,8.089,19957.59,74.7826,2497.290039
2010-10-27,8.066,19691.84,74.125183,2503.26001
2010-10-28,8.069,19459.85,74.326851,2507.370117
2010-10-29,8.025,19318.16,75.021683,2507.409912
2010-11-01,8.03,19136.61,74.698631,2504.840088
2010-11-02,8.021,19405.1,75.680458,2533.52002
2010-11-03,7.996,19521.25,74.136543,2540.27002
2010-11-04,8.033,19850,74.713615,2577.340088
2010-11-05,8.019,19992.7,73.43203,2578.97998
2010-11-08,7.968,19966.93,73.761826,2580.050049
2010-11-09,8.016,19981.31,72.135483,2562.97998
2010-11-10,8.066,19934.64,72.232895,2578.780029
2010-11-11,8.114,19696.48,72.195435,2555.52002
2010-11-12,8.087,19242.36,71.805695,2518.209961
2010-11-15,8.178,19508.89,70.306793,2513.820068
2010-11-16,8.219,19691.78,72.053017,2469.840088
2010-11-17,8.097,19799.19,71.655853,2476.01001
2010-11-18,8.114,19647.77,71.948051,2514.399902
2010-11-19,8.125,19864.85,72.390289,2518.120117
2010-11-22,8.097,19888.88,72.697594,2532.02002
2010-11-23,8.114,20060.32,73.057281,2494.949951
2010-11-24,8.099,20015.8,71.75325,2543.120117
2010-11-26,8.078,19982.88,72.750076,2534.560059
2010-11-29,7.959,20073.66,73.372063,2525.219971
2010-11-30,7.967,20028.93,73.754318,2498.22998
2010-12-01,7.934,20025.42,72.114845,2549.429932
2010-12-02,7.957,20256.03,71.926811,2579.350098
2010-12-03,7.933,20389.07,71.362755,2591.459961
2010-12-06,7.916,20509.09,72.370544,2594.919922
2010-12-07,7.919,20561.05,70.821342,2598.48999
2010-12-08,7.903,20498.72,70.136917,2609.159912
2010-12-09,7.893,20301.1,70.48288,2616.669922
2010-12-10,7.92,20184.74,70.054192,2637.540039
2010-12-13,7.913,19691.81,70.317406,2624.909912
2010-12-14,7.96,19224.12,69.294617,2627.719971
2010-12-15,8.068,19196.34,68.392189,2617.219971
2010-12-16,8.068,19534.1,68.865944,2637.310059
2010-12-17,8.126,19182.82,70.121933,2642.969971
2010-12-20,8.199,18860.44,70.046661,2649.560059
2010-12-21,8.226,18882.25,70.535507,2667.610107
2010-12-22,8.208,19092.05,70.031616,2671.47998
2010-12-23,8.178,18978.32,69.888733,2665.600098
2010-12-27,8.142,19046.54,70.512955,2667.27002
2010-12-28,8.191,19007.53,69.131973,2662.879883
2010-12-29,8.234,19151.28,70.301659,2666.929932
2010-12-30,8.194,18969.45,70.248772,2662.97998
2010-12-31,8.184,18684.43,71.026093,2652.870117
2011-01-03,8.13,18395.97,70.490265,2691.52002
2011-01-04,8.171,18327.76,70.573318,2681.25
2011-01-05,8.185,18022.22,69.018776,2702.199951
2011-01-06,8.154,18090.62,69.320656,2709.889893
2011-01-07,8.148,18449.31,69.690407,2703.169922
2011-01-10,8.132,18008.15,70.067719,2707.800049
2011-01-11,8.148,18037.19,69.675285,2716.830078
2011-01-12,8.154,17775.7,69.131973,2737.330078
2011-01-13,8.15,17592.77,69.750763,2735.290039
2011-01-14,8.162,17463.04,69.305527,2755.300049
2011-01-18,8.196,17728.61,68.981041,2765.850098
2011-01-19,8.207,18202.2,69.479073,2725.360107
2011-01-20,8.179,18273.8,68.520721,2704.290039
2011-01-21,8.166,18300.9,69.064034,2689.540039
2011-01-24,8.131,18506.82,69.094231,2717.550049
2011-01-25,8.127,18211.52,69.750763,2719.25
2011-01-26,8.09,18438.31,68.69429,2739.5
2011-01-27,8.105,18296.16,69.003654,2755.280029
2011-01-28,8.083,18178.33,69.365898,2686.889893
2011-01-31,8.099,17632.41,68.837654,2700.080078
2011-02-01,8.078,17700.91,68.496864,2751.189941
2011-02-02,8.063,17823.4,68.512001,2749.560059
2011-02-03,8.039,18446.5,67.944061,2753.879883
2011-02-04,8.075,18489.76,67.254898,2769.300049
2011-02-07,8.079,18486.45,67.603279,2783.98999
2011-02-08,7.992,18222.67,66.982315,2797.050049
2011-02-09,7.994,18439.65,67.565399,2789.070068
2011-02-10,7.936,18469.95,66.7854,2790.449951
2011-02-11,7.942,18327.98,67.747131,2809.439941
2011-02-14,7.98,18174.09,67.792572,2817.179932
2011-02-15,7.964,18439.48,68.095528,2804.350098
2011-02-16,7.961,18167.64,67.875916,2825.560059
2011-02-17,7.961,18358.69,67.981949,2831.580078
2011-02-18,7.965,18149.87,67.769897,2833.949951
2011-02-22,7.962,17878.81,68.784599,2756.419922
2011-02-23,7.963,17839.05,69.034523,2722.98999
2011-02-24,7.965,17988.3,69.473778,2737.899902
2011-02-25,7.989,18206.16,69.882706,2781.050049
2011-02-28,8.005,18350.74,69.973595,2782.27002
2011-03-01,8.017,18815.64,70.176453,2737.409912
2011-03-02,8.016,18943.14,69.097633,2748.070068
2011-03-03,8.013,19120.8,68.421448,2798.73999
2011-03-04,8.013,19290.18,68.99128,2784.669922
2011-03-07,7.992,19445.22,68.550636,2745.629883
2011-03-08,7.982,19420.39,68.132744,2765.77002
2011-03-09,8.002,19701.73,68.793709,2751.719971
2011-03-10,8.016,19686.82,69.948524,2701.02002
2011-03-11,7.985,19612.2,69.553459,2715.610107
2011-03-14,7.977,19591.18,69.523087,2700.969971
2011-03-15,7.99,19451.45,70.563904,2667.330078
2011-03-16,7.974,19262.54,71.361626,2616.820068
2011-03-17,7.965,19696.86,70.814636,2636.050049
2011-03-18,8.019,19386.82,71.004547,2643.669922
2011-03-21,8.024,19091.17,70.586746,2692.090088
2011-03-22,8.064,19121.83,70.822212,2683.870117
2011-03-23,8.082,19470.98,70.731033,2698.300049
2011-03-24,8.08,19602.23,70.19928,2736.419922
2011-03-25,8.092,19584.31,70.024467,2743.060059
2011-03-28,8.11,19545.35,70.123283,2730.679932
2011-03-29,8.134,19448.69,69.5839,2756.889893
2011-03-30,8.091,19292.02,70.138474,2776.790039
2011-03-31,8.091,19135.96,69.994125,2781.070068
2011-04-01,8.111,18998.02,70.334419,2789.600098
2011-04-04,8.135,18534.69,70.410706,2789.189941
2011-04-05,8.139,18469.36,70.12838,2791.189941
2011-04-06,8.23,18210.58,69.075562,2799.820068
2011-04-07,8.294,18518.81,68.93821,2796.139893
2011-04-08,8.268,18528.96,68.572006,2780.419922
2011-04-11,8.183,18512.77,68.63308,2771.51001
2011-04-12,8.262,18584.96,69.373085,2744.790039
2011-04-13,8.284,18335.79,69.807983,2761.52002
2011-04-14,8.292,18531.28,69.754547,2760.219971
2011-04-15,8.212,18345.03,70.700539,2764.649902
2011-04-18,8.276,18137.35,70.860786,2735.379883
2011-04-19,8.283,18086.2,71.165962,2744.969971
2011-04-20,8.292,18141.4,70.708252,2802.51001
2011-04-21,8.321,18326.09,70.647232,2820.159912
2011-04-25,8.354,17993.33,70.914207,2825.879883
2011-04-26,8.344,18011.97,71.600845,2847.540039
2011-04-27,8.374,17847.24,70.868393,2869.879883
2011-04-28,8.374,18044.64,71.410095,2872.530029
2011-04-29,8.397,18266.1,71.631378,2873.540039
2011-05-02,8.457,18232.06,71.746277,2864.080078
2011-05-03,8.432,18503.28,72.152351,2841.620117
2011-05-04,8.411,18608.81,72.474144,2828.22998
2011-05-05,8.328,18494.18,73.16375,2814.719971
2011-05-06,8.279,18376.48,72.841949,2827.560059
2011-05-09,8.268,18420.11,72.765289,2843.25
2011-05-10,8.261,18495.62,72.244339,2871.889893
2011-05-11,8.284,18394.29,72.658051,2845.060059
2011-05-12,8.248,18384.9,72.198364,2863.040039
2011-05-13,8.269,18268.54,72.84964,2828.469971
2011-05-16,8.235,18266.03,73.255653,2782.310059
2011-05-17,8.246,18308.66,74.006561,2783.209961
2011-05-18,8.335,18132.24,73.025787,2815
2011-05-19,8.397,17985.88,72.995171,2823.310059
2011-05-20,8.3,17870.53,73.033508,2803.320068
2011-05-23,8.275,17506.63,73.385902,2758.899902
2011-05-24,8.196,17560.3,73.661766,2746.159912
2011-05-25,8.225,17550.63,73.316963,2761.379883
2011-05-26,8.251,17727.49,73.945251,2782.919922
2011-05-27,8.268,18240.68,73.914627,2796.860107
2011-05-31,8.247,18412.41,74.08316,2835.300049
2011-06-01,8.262,18492.45,75.084396,2769.189941
2011-06-02,8.288,18693.86,73.654068,2773.310059
2011-06-03,8.319,18845.87,74.077019,2732.780029
2011-06-06,8.326,18762.8,73.515656,2702.560059
2011-06-07,8.354,18814.48,73.854034,2701.560059
2011-06-08,8.357,18744.56,74.430779,2675.379883
2011-06-09,8.343,18726.97,74.130852,2684.870117
2011-06-10,8.333,19078.3,74.699898,2643.72998
2011-06-13,8.359,18858.04,74.32309,2639.689941
2011-06-14,8.355,18721.39,73.200409,2678.719971
2011-06-15,8.321,18411.62,74.530701,2631.459961
2011-06-16,8.28,18596.02,74.869125,2623.699951
2011-06-17,8.305,18618.2,74.515312,2616.47998
2011-06-20,8.247,18561.92,74.607567,2629.659912
2011-06-21,8.278,18507.04,74.276932,2687.26001
2011-06-22,8.25,18653.87,74.32309,2669.189941
2011-06-23,8.259,18502.38,74.892136,2686.75
2011-06-24,8.28,18436.19,74.576859,2652.889893
2011-06-27,8.274,18722.3,73.554146,2688.280029
2011-06-28,8.314,18871.29,72.961983,2729.310059
2011-06-29,8.294,18518.22,72.477516,2740.48999
2011-06-30,8.441,18432.25,72.362183,2773.52002
2011-07-01,8.451,18209.52,72.246407,2816.030029
2011-07-05,8.465,18197.2,72.40844,2825.77002
2011-07-06,8.454,18314.33,72.778839,2834.02002
2011-07-07,8.461,18109.89,72.562759,2872.659912
2011-07-08,8.436,17940.55,73.589035,2859.810059
2011-07-11,8.423,17693.18,74.692451,2802.620117
2011-07-12,8.403,17305.87,74.947083,2781.909912
2011-07-13,8.316,16990.18,75.155426,2796.919922
2011-07-14,8.261,16857.91,74.08287,2762.669922
2011-07-15,8.227,17130.51,74.206291,2789.800049
2011-07-18,8.192,17059.4,73.488731,2765.110107
2011-07-19,8.209,16839.63,75.016541,2826.52002
2011-07-20,8.3,16730.94,74.129135,2814.22998
2011-07-21,8.29,16840.8,73.558174,2834.429932
2011-07-22,8.322,16469.79,74.113739,2858.830078
2011-07-25,8.257,16141.67,73.30352,2842.800049
2011-07-26,8.269,16341.7,73.805138,2839.959961
2011-07-27,8.265,16498.47,73.81279,2764.790039
2011-07-28,8.218,16284.98,74.09063,2766.25
2011-07-29,8.245,16146.33,75.556686,2756.379883
2011-08-01,8.303,15848.83,76.319206,2744.610107
2011-08-02,8.326,16416.33,78.610809,2669.23999
2011-08-03,8.319,16676.75,78.76564,2693.070068
2011-08-04,8.349,16821.46,81.568192,2556.389893
2011-08-05,8.288,16713.33,79.214668,2532.409912
2011-08-08,8.304,16862.81,81.715271,2357.689941
2011-08-09,8.31,17065,81.963013,2482.52002
2011-08-10,8.296,17165.54,84.401711,2381.050049
2011-08-11,8.314,16866.97,80.1437,2492.679932
2011-08-12,8.292,16501.74,81.730804,2507.97998
2011-08-15,8.325,16467.44,80.902382,2555.199951
2011-08-16,8.347,16709.6,82.241783,2523.449951
2011-08-17,8.329,16876.54,83.681702,2511.47998
2011-08-18,8.362,16933.83,85.400391,2380.429932
2011-08-19,8.329,16745.35,86.089447,2341.840088
2011-08-22,8.337,17099.28,85.872635,2345.379883
2011-08-23,8.328,17065.15,84.688171,2446.060059
2011-08-24,8.3,16361.15,82.280472,2467.689941
2011-08-25,8.302,16162.06,83.170776,2419.629883
2011-08-26,8.311,16051.1,83.991417,2479.850098
2011-08-29,8.326,16524.03,82.830139,2562.110107
2011-08-30,8.347,16446.02,84.161713,2576.110107
2011-08-31,8.442,16698.07,82.861092,2579.459961
2011-09-01,8.537,16453.76,84.617615,2546.040039
2011-09-02,8.545,16151.45,87.366463,2480.330078
2011-09-06,8.578,15864.86,88.275002,2473.830078
2011-09-07,8.666,15792.41,86.589905,2548.939941
2011-09-08,8.751,16232.54,87.366463,2529.139893
2011-09-09,8.71,16557.23,88.298302,2467.98999
2011-09-12,8.738,16536.47,88.391449,2495.090088
2011-09-13,8.725,16958.39,87.133522,2532.149902
2011-09-14,8.784,16883.92,87.871231,2572.550049
2011-09-15,8.757,17082.69,86.527802,2607.070068
2011-09-16,8.748,17025.09,87.156776,2622.310059
2011-09-19,8.775,16748.29,88.818573,2612.830078
2011-09-20,8.79,17085.34,89.191315,2590.23999
2011-09-21,8.82,16936.89,92.14209,2538.189941
2011-09-22,8.817,16785.64,95.605385,2455.669922
2011-09-23,8.763,16939.28,93.827148,2483.22998
2011-09-26,8.852,17254.86,92.320679,2516.689941
2011-09-27,8.879,17288.83,90.907455,2546.830078
2011-09-28,8.947,17804.8,90.876312,2491.580078
2011-09-29,8.904,17705.01,91.505379,2480.76001
2011-09-30,8.901,17480.83,93.803841,2415.399902
2011-10-03,8.968,17464.85,96.385307,2335.830078
2011-10-04,9.034,17481.93,95.163086,2404.820068
2011-10-05,9.061,17562.61,94.478004,2460.51001
2011-10-06,9.054,17569.53,92.7342,2506.820068
2011-10-07,9.037,17362.1,92.049126,2479.350098
2011-10-10,8.97,17192.82,90.749054,2566.050049
2011-10-11,8.977,17118.74,90.445419,2583.030029
2011-10-12,8.838,16882.67,89.129761,2604.72998
2011-10-13,8.856,16775.87,90.01725,2620.23999
2011-10-14,8.837,16461.71,88.709404,2667.850098
2011-10-17,8.844,16371.51,90.243019,2614.919922
2011-10-18,8.812,15946.1,89.682487,2657.429932
2011-10-19,8.793,16065.42,89.65136,2604.040039
2011-10-20,8.811,15699.97,89.012955,2598.620117
2011-10-21,8.827,15858.49,88.071014,2637.459961
2011-10-24,8.825,15695.43,88.218941,2699.439941
2011-10-25,8.738,16167.13,90.461014,2638.419922
2011-10-26,8.697,16008.34,88.880638,2650.669922
2011-10-27,8.647,16123.46,85.867874,2738.629883
2011-10-28,8.577,16483.45,86.770958,2737.149902
2011-10-31,8.594,16846.83,90.211853,2684.409912
2011-11-01,8.519,16805.33,93.231674,2606.959961
2011-11-02,8.533,16877.06,92.068687,2639.97998
2011-11-03,8.446,16488.24,90.804253,2697.969971
2011-11-04,8.403,16213.46,90.913551,2686.149902
2011-11-07,8.491,15870.35,91.491127,2695.25
2011-11-08,8.486,16002.51,90.320358,2727.48999
2011-11-09,8.379,15881.14,92.193604,2621.649902
2011-11-10,8.329,15836.47,90.819908,2625.149902
2011-11-11,8.276,15491.35,90.265694,2678.75
2011-11-14,8.34,15379.34,91.71743,2657.219971
2011-11-15,8.333,15175.08,91.59259,2686.199951
2011-11-16,8.365,15685.21,92.427727,2639.610107
2011-11-17,8.49,15813.36,93.169228,2587.98999
2011-11-18,8.476,15738.7,93.145836,2572.5
2011-11-21,8.478,15970.75,93.699974,2523.139893
2011-11-22,8.536,15873.95,94.745834,2521.280029
2011-11-23,8.56,15727.85,95.67469,2460.080078
2011-11-25,8.409,15543.93,94.285339,2441.51001
2011-11-28,8.357,15454.92,94.23851,2527.340088
2011-11-29,8.364,15517.92,93.465775,2515.51001
2011-11-30,8.328,15939.36,92.006248,2620.340088
2011-12-01,8.219,15882.64,91.544601,2626.199951
2011-12-02,8.201,15857.08,92.827827,2626.929932
2011-12-05,8.228,15867.73,92.640053,2655.76001
2011-12-06,8.232,15848.8,91.75589,2649.560059
2011-12-07,8.251,15814.72,92.084503,2649.209961
2011-12-08,8.192,16165.09,93.234665,2596.379883
2011-12-09,8.222,16175.86,91.317734,2646.850098
2011-12-12,8.218,16037.51,92.334885,2612.26001
2011-12-13,8.19,16154.62,93.195572,2579.27002
2011-12-14,8.169,16189.36,94.956055,2539.310059
2011-12-15,8.181,16466.05,94.603966,2541.01001
2011-12-16,8.17,16451.47,95.707153,2555.330078
2011-12-19,8.355,16643.74,96.919945,2523.139893
2011-12-20,8.31,16739.01,94.502213,2603.72998
2011-12-21,8.354,16751.73,93.187698,2577.969971
2011-12-22,8.284,16995.77,93.578926,2599.449951
2011-12-23,8.267,17077.18,92.538338,2618.639893
2011-12-27,8.143,17233.98,92.977905,2625.199951
2011-12-28,8.131,16863.3,94.69693,2589.97998
2011-12-29,8.164,17193.55,94.869644,2613.73999
2011-12-30,8.183,17300.58,95.175728,2605.149902
2012-01-03,8.188,17431.85,93.747147,2648.719971
2012-01-04,8.232,17604.96,92.632507,2648.360107
2012-01-05,8.272,17707.31,92.467697,2669.860107
2012-01-06,8.194,17622.45,93.197662,2674.219971
2012-01-09,8.202,17707.32,93.032806,2676.560059
2012-01-10,8.209,17830.75,92.875816,2702.5
2012-01-11,8.18,17748.69,94.084656,2710.76001
2012-01-12,8.197,17772.84,93.951233,2724.699951
2012-01-13,8.197,17848.57,94.88533,2710.669922
2012-01-17,8.185,18202.41,95.324898,2728.080078
2012-01-18,8.188,18153.99,94.171013,2769.709961
2012-01-19,8.188,18289.35,92.875816,2788.330078
2012-01-20,8.173,18428.61,91.824013,2786.699951
2012-01-23,8.222,18145.25,91.243134,2784.169922
2012-01-24,8.196,18078.5,91.407951,2786.639893
2012-01-25,8.226,17923.57,91.188194,2818.310059
2012-01-26,8.227,17445.75,92.397011,2805.280029
2012-01-27,8.229,17731.12,92.687485,2816.550049
2012-01-30,8.212,17752.68,93.778557,2811.939941
2012-01-31,8.199,17583.97,94.861763,2813.840088
2012-02-01,8.237,17636.8,93.775154,2848.27002
2012-02-02,8.224,17636.99,93.735832,2859.679932
2012-02-03,8.225,17362.87,91.72155,2905.659912
2012-02-06,8.228,17173.29,92.63427,2901.98999
2012-02-07,8.232,17145.52,91.485466,2904.080078
2012-02-08,8.241,17503.24,91.55629,2915.860107
2012-02-09,8.242,17587.67,90.871742,2927.22998
2012-02-10,8.281,17813.62,92.051964,2903.879883
2012-02-13,8.285,17919.3,92.170006,2931.389893
2012-02-14,8.294,17675.85,92.657845,2931.830078
2012-02-15,8.321,17466.2,92.492676,2915.830078
2012-02-16,8.281,17273.37,91.752991,2959.850098
2012-02-17,8.36,17316.18,91.729362,2951.780029
2012-02-21,8.422,17601.71,90.714363,2948.570068
2012-02-22,8.428,17196.47,91.855286,2933.169922
2012-02-23,8.416,17361.74,91.855286,2956.97998
2012-02-24,8.411,17052.78,92.45327,2963.75
2012-02-27,8.391,17257.36,93.271606,2966.159912
2012-02-28,8.376,17121.62,92.964737,2986.76001
2012-02-29,8.384,17058.61,92.398209,2966.889893
2012-03-01,8.472,17404.2,91.52832,2988.969971
2012-03-02,8.502,17478.15,92.387917,2976.189941
2012-03-05,8.62,17597.42,91.654465,2950.47998
2012-03-06,8.606,17486.02,92.76651,2910.320068
2012-03-07,8.572,17222.14,92.198685,2935.689941
2012-03-08,8.588,17243.84,91.27594,2970.419922
2012-03-09,8.736,17199.4,91.457367,2988.340088
2012-03-12,8.688,17332.62,91.441597,2983.659912
2012-03-13,8.693,17094.51,89.832748,3039.879883
2012-03-14,8.693,17150.95,87.569397,3040.72998
2012-03-15,8.626,17357.94,87.703468,3056.370117
2012-03-16,8.591,17392.39,87.876976,3055.26001
2012-03-19,8.545,17503.71,86.828125,3078.320068
2012-03-20,8.439,17373.84,87.175133,3074.149902
2012-03-21,8.468,17096.68,88.160873,3075.320068
2012-03-22,8.471,17207.29,88.444763,3063.320068
2012-03-23,8.455,17151.29,89.280746,3067.919922
2012-03-26,8.341,17130.67,88.823341,3122.570068
2012-03-27,8.359,17134.25,89.46209,3120.350098
2012-03-28,8.409,17187.34,89.335938,3104.959961
2012-03-29,8.543,17318.81,90.006287,3095.360107
2012-03-30,8.548,17301.91,88.484245,3091.570068
2012-04-02,8.568,17151.19,88.974411,3119.699951
2012-04-03,8.567,16831.08,87.432625,3113.570068
2012-04-04,8.628,16912.71,88.634468,3068.090088
2012-04-05,8.655,16546.18,89.274918,3080.5
2012-04-09,8.647,16479.58,91.36232,3047.080078
2012-04-10,8.652,16420.05,92.398048,2991.219971
2012-04-11,8.671,16292.98,91.291115,3016.459961
2012-04-12,8.675,16215.84,90.911598,3055.550049
2012-04-13,8.635,16328.25,92.382256,3011.330078
2012-04-16,8.619,16030.09,92.247871,2988.399902
2012-04-17,8.63,16070.48,92.192482,3042.820068
2012-04-18,8.651,16152.75,92.461327,3031.449951
2012-04-19,8.651,16183.26,92.548294,3007.560059
2012-04-20,8.69,16026.41,92.56411,3000.449951
2012-04-23,8.541,15948.1,93.236168,2970.449951
2012-04-24,8.561,16222.3,92.579918,2961.600098
2012-04-25,8.562,16217.82,92.105507,3029.629883
2012-04-26,8.565,16416.84,92.658981,3050.610107
2012-04-27,8.569,16438.58,92.738052,3069.199951
2012-04-30,8.518,16312.15,92.761787,3046.360107
2012-05-01,8.495,16218.53,92.280724,3050.439941
2012-05-02,8.517,15965.16,92.93058,3059.850098
2012-05-03,8.495,15988.4,92.906815,3024.300049
2012-05-04,8.525,16020.64,93.635971,2956.340088
2012-05-07,8.525,16454.3,93.651855,2957.76001
2012-05-08,8.542,16649.05,94.151222,2946.27002
2012-05-09,8.52,16718.87,94.214569,2934.709961
2012-05-10,8.513,16668.01,93.937141,2933.639893
2012-05-11,8.497,16862.8,94.713913,2933.820068
2012-05-14,8.509,16880.51,96.037544,2902.580078
2012-05-15,8.514,16677.88,96.425919,2893.76001
2012-05-16,8.512,16949.83,96.703362,2874.040039
2012-05-17,8.518,16705.83,98.415306,2813.689941
2012-05-18,8.523,16859.8,98.439018,2778.790039
2012-05-21,8.377,16896.63,98.232979,2847.209961
2012-05-22,8.369,17032.56,97.139252,2839.080078
2012-05-23,8.37,16972.51,97.812927,2850.120117
2012-05-24,8.342,16882.16,97.440399,2839.379883
2012-05-25,8.332,16906.58,97.804993,2837.530029
2012-05-29,8.371,16967.76,97.503807,2870.98999
2012-05-30,8.347,16990.76,99.976692,2837.360107
2012-05-31,8.354,17429.98,101.133865,2827.340088
2012-06-01,8.36,17398.98,103.534767,2747.47998
2012-06-04,8.329,17425.71,102.716751,2760.01001
2012-06-05,8.294,17462.81,101.34272,2778.110107
2012-06-06,8.292,17538.67,99.317459,2844.719971
2012-06-07,8.326,17521.12,99.468346,2831.02002
2012-06-08,8.336,17391.98,99.444527,2858.419922
2012-06-11,8.338,17618.35,99.897263,2809.72998
2012-06-12,8.428,17489.14,98.98391,2843.070068
2012-06-13,8.388,17232.55,99.960793,2818.610107
2012-06-14,8.388,17213.7,99.833717,2836.330078
2012-06-15,8.343,17103.31,100.389648,2872.800049
2012-06-18,8.346,17105.3,100.929749,2895.330078
2012-06-19,8.349,17185.01,99.611336,2929.76001
2012-06-20,8.329,17278.85,100.103783,2930.449951
2012-06-21,8.343,17158.44,100.635849,2859.090088
2012-06-22,8.355,16877.35,99.293648,2892.419922
2012-06-25,8.364,16918.08,100.739105,2836.159912
2012-06-26,8.38,16846.05,100.341988,2854.060059
2012-06-27,8.39,16639.82,100.500854,2875.320068
2012-06-28,8.39,16839.19,100.74707,2849.48999
2012-06-29,8.383,17143.68,99.436562,2935.050049
2012-07-02,8.178,17236.18,100.462547,2951.22998
2012-07-03,8.159,17257.38,99.690506,2976.080078
2012-07-05,8.175,17224.36,100.199883,2976.120117
2012-07-06,8.154,17197.93,101.131134,2937.330078
2012-07-09,8.157,17412.96,102.022583,2931.77002
2012-07-10,8.157,17601.78,102.229515,2902.330078
2012-07-11,8.148,17600.56,102.356895,2887.97998
2012-07-12,8.151,17560.87,103.081154,2866.189941
2012-07-13,8.142,17557.74,102.810532,2908.469971
2012-07-16,8.104,17633.45,103.288124,2896.939941
2012-07-17,8.096,17728.2,102.47628,2910.040039
2012-07-18,8.101,17657.21,102.531998,2942.600098
2012-07-19,8.049,17691.08,102.269302,2965.899902
2012-07-20,8.09,17885.26,103.518944,2925.300049
2012-07-23,8.066,17846.86,104.099991,2890.149902
2012-07-24,8.085,17850.22,104.919754,2862.98999
2012-07-25,8.075,17783.21,105.190399,2854.23999
2012-07-26,8.079,17678.81,104.227287,2893.25
2012-07-27,8.066,17631.71,102.261391,2958.090088
2012-07-30,8.07,17490.81,103.025497,2945.840088
2012-07-31,8.101,17541.64,103.232414,2939.52002
2012-08-01,8.113,17429.56,102.716393,2920.209961
2012-08-02,8.119,17384.4,103.298599,2909.77002
2012-08-03,8.119,17440.87,101.631592,2967.899902
2012-08-06,8.148,17313.34,101.671463,2989.909912
2012-08-07,8.245,17346.27,100.363403,3015.860107
2012-08-08,8.23,17683.73,99.828987,3011.25
2012-08-09,8.219,17749.65,99.757202,3018.639893
2012-08-10,8.256,17766.78,100.259705,3020.860107
2012-08-13,8.256,17852.95,100.092239,3022.52002
2012-08-14,8.256,18000.03,98.736282,3016.97998
2012-08-15,8.222,18021.16,97.348488,3030.929932
2012-08-16,8.149,18464.27,96.518898,3062.389893
2012-08-17,8.138,18542.31,96.989487,3076.590088
2012-08-20,8.141,18496.01,97.188927,3076.209961
2012-08-21,8.164,18349.25,97.619621,3067.26001
2012-08-22,8.17,18752.83,99.230804,3073.669922
2012-08-23,8.204,18673.34,99.645561,3053.399902
2012-08-24,8.219,18694.41,99.549843,3069.790039
2012-08-27,8.221,18632.17,100.132072,3073.189941
2012-08-28,8.265,18579.5,100.371368,3077.139893
2012-08-29,8.237,18762.74,99.932625,3081.189941
2012-08-30,8.237,18823.91,100.451118,3048.709961
2012-08-31,8.245,18869.69,101.870834,3066.959961
2012-09-04,8.221,19058.15,101.768524,3075.060059
2012-09-05,8.228,18938.46,101.288979,3069.27002
2012-09-06,8.207,18708.98,99.602432,3135.810059
2012-09-07,8.21,18793.36,99.13887,3136.419922
2012-09-10,8.186,18631.1,99.378647,3104.02002
2012-09-11,8.174,18804.75,98.755127,3104.530029
2012-09-12,8.177,18675.18,97.524239,3114.310059
2012-09-13,8.194,18713.55,97.140511,3155.830078
2012-09-14,8.241,18577.7,94.558762,3183.949951
2012-09-17,8.241,18610.77,95.69381,3178.669922
2012-09-18,8.215,18791.93,96.173363,3177.800049
2012-09-19,8.212,18682.31,96.804848,3182.620117
2012-09-20,8.179,18793.44,97.044662,3175.959961
2012-09-21,8.159,18710.02,97.156509,3179.959961
2012-09-24,8.2,18758.63,97.915855,3160.780029
2012-09-25,8.201,18625.34,98.883041,3117.72998
2012-09-26,8.177,18635.82,99.946159,3093.699951
2012-09-27,8.183,18430.85,99.234764,3136.600098
2012-09-28,8.198,18505.38,99.290665,3116.22998
2012-10-01,8.174,18561.7,99.659187,3113.530029
2012-10-02,8.177,18755.45,99.52298,3120.040039
2012-10-03,8.18,18762.87,99.555016,3135.22998
2012-10-04,8.18,18817.38,98.313499,3149.459961
